MTV-1,#genre#
曾惜-落葉盡頭,http://em.21dtv.com/songs/60168883.mkv
湯駿業-葫蘆,http://em.21dtv.com/songs/60168882.mkv
汪蘇瀧-午夜圓舞曲,http://em.21dtv.com/songs/60168881.mkv
泥鰍Niko+西瓜Jun+知性的小方塊+葉洛洛-繪筆江南,http://em.21dtv.com/songs/60168880.mkv
瀟夢臨-夢臨江湖,http://em.21dtv.com/songs/60168879.mkv
火箭少女101-銀河系Disco,http://em.21dtv.com/songs/60168878.mkv
王菊-Te Quiero,http://em.21dtv.com/songs/60168877.mkv
瑞瑪席丹-Journey,http://em.21dtv.com/songs/60168876.mkv
紫寧(火箭少女101)-我們,http://em.21dtv.com/songs/60168875.mkv
老狼-飛馳的人生,http://em.21dtv.com/songs/60168874.mkv
金潤吉-你,http://em.21dtv.com/songs/60168873.mkv
陳奕夫-腦子有泡,http://em.21dtv.com/songs/60168872.mkv
陳浩民+林子聰+鄒文正+孫八一-新年好財神到,http://em.21dtv.com/songs/60168871.mkv
齊一-我將你熱愛,http://em.21dtv.com/songs/60168870.mkv
Quavo-How Bout That,http://em.21dtv.com/songs/60168869.mkv
Rascal Flatts-Back To Life,http://em.21dtv.com/songs/60168868.mkv
二珂-誰的現在沒有藏着過往,http://em.21dtv.com/songs/60168867.mkv
六哲-何必太過分,http://em.21dtv.com/songs/60168866.mkv
劉歡-帶着地球去流浪,http://em.21dtv.com/songs/60168865.mkv
周元倬-In The Light,http://em.21dtv.com/songs/60168864.mkv
圈九-我的,http://em.21dtv.com/songs/60168863.mkv
張欣堯-你是我的,http://em.21dtv.com/songs/60168862.mkv
曾之喬-歸零,http://em.21dtv.com/songs/60168861.mkv
曾惜-如果狹路不相遇,http://em.21dtv.com/songs/60168860.mkv
梁奕藍-造星后感,http://em.21dtv.com/songs/60168859.mkv
楠楠-花語戀,http://em.21dtv.com/songs/60168858.mkv
瑞瑪席丹-Cheri,http://em.21dtv.com/songs/60168857.mkv
瑞瑪席丹-邊吃巧克力邊倒立,http://em.21dtv.com/songs/60168856.mkv
羅憶詩-啊嘟新年好,http://em.21dtv.com/songs/60168855.mkv
胡夏-凹凸,http://em.21dtv.com/songs/60168854.mkv
花粥+王勝男-出山,http://em.21dtv.com/songs/60168853.mkv
茄子蛋-日常,http://em.21dtv.com/songs/60168852.mkv
車太賢-Near Parting,http://em.21dtv.com/songs/60168851.mkv
阿悄-告別,http://em.21dtv.com/songs/60168850.mkv
韋伯恩-昨日的未來,http://em.21dtv.com/songs/60168849.mkv
麥小兜-偏執少女,http://em.21dtv.com/songs/60168848.mkv
麥小兜-海綿寶寶,http://em.21dtv.com/songs/60168847.mkv
1415-Nothing To Worry,http://em.21dtv.com/songs/60168846.mkv
EXID-I Love You,http://em.21dtv.com/songs/60168845.mkv
Sou-ハレハレヤ,http://em.21dtv.com/songs/60168844.mkv
Takeoff-Last Memory,http://em.21dtv.com/songs/60168843.mkv
The 1975-Sincerity Is Scary,http://em.21dtv.com/songs/60168842.mkv
Wanna One-Spring Breeze,http://em.21dtv.com/songs/60168841.mkv
We Ha Jun-Maybe It‘s Too Late,http://em.21dtv.com/songs/60168840.mkv
Westlife-Hello My Love,http://em.21dtv.com/songs/60168839.mkv
曾詠欣-褪色,http://em.21dtv.com/songs/60168838.mkv
白娥娟-Sorry To Myself,http://em.21dtv.com/songs/60168837.mkv
白小白-你曾說愛我,http://em.21dtv.com/songs/60168836.mkv
胡夏-最苦的甜,http://em.21dtv.com/songs/60168835.mkv
蔡妍-Bazzaya,http://em.21dtv.com/songs/60168834.mkv
陳粒-四海,http://em.21dtv.com/songs/60168833.mkv
陳謙文-關於寂寞,http://em.21dtv.com/songs/60168832.mkv
陳謙文-微笑的力量,http://em.21dtv.com/songs/60168831.mkv
韓庚-I Don't Give A屑,http://em.21dtv.com/songs/60168830.mkv
KU古曜威-MY LOVE一起去旅行,http://em.21dtv.com/songs/60168829.mkv
吳淑敏-雨暝,http://em.21dtv.com/songs/60168828.mkv
康康-海風,http://em.21dtv.com/songs/60168827.mkv
廖柏雅+Erika-因為很愛你,http://em.21dtv.com/songs/60168826.mkv
林宗興-你的花洋裝,http://em.21dtv.com/songs/60168825.mkv
王思佳-貝比,http://em.21dtv.com/songs/60168824.mkv
王嘉爾+ICE-Red,http://em.21dtv.com/songs/60168823.mkv
Conrad Sewell-Healing Hands,http://em.21dtv.com/songs/60168822.mkv
Dream Ami-Wonderland,http://em.21dtv.com/songs/60168821.mkv
三無-達拉崩吧,http://em.21dtv.com/songs/60168820.mkv
烏蘭圖雅-遲到,http://em.21dtv.com/songs/60168819.mkv
樂華七子NEXT-Blah Blah,http://em.21dtv.com/songs/60168818.mkv
於魁智+李勝素+楊赤-智斗,http://em.21dtv.com/songs/60168817.mkv
於魁智-三家店之將身兒來至在大街口,http://em.21dtv.com/songs/60168816.mkv
付藝晨-思鄉的馬頭琴,http://em.21dtv.com/songs/60168815.mkv
兔三歲-幸好我失去了你,http://em.21dtv.com/songs/60168814.mkv
馮提莫-說愛你,http://em.21dtv.com/songs/60168813.mkv
衛彬月+Lil.Jet+尚先生-Don't Turn Around,http://em.21dtv.com/songs/60168812.mkv
呂志強-媽媽你能聽見嗎,http://em.21dtv.com/songs/60168811.mkv
周柏豪-最后召集,http://em.21dtv.com/songs/60168810.mkv
小曲兒-荒海物語,http://em.21dtv.com/songs/60168809.mkv
峻峻-最美情侶,http://em.21dtv.com/songs/60168808.mkv
張也-聽香,http://em.21dtv.com/songs/60168807.mkv
張藝興+Anti-General Jasmine,http://em.21dtv.com/songs/60168806.mkv
張赫宣-路上心上,http://em.21dtv.com/songs/60168805.mkv
曲肖冰-靜悄悄,http://em.21dtv.com/songs/60168804.mkv
李嘉格-敬我們的寂寞,http://em.21dtv.com/songs/60168803.mkv
楊蔓+雨宗林-祝福你一生,http://em.21dtv.com/songs/60168802.mkv
河圖-聽無可說,http://em.21dtv.com/songs/60168801.mkv
河圖-安徒生的事,http://em.21dtv.com/songs/60168800.mkv
白舉綱-Rainy Boy,http://em.21dtv.com/songs/60168799.mkv
白舉綱-它們有些問題想要問我們,http://em.21dtv.com/songs/60168798.mkv
羅宏正-撐傘,http://em.21dtv.com/songs/60168797.mkv
青春美少女-愛是甜甜圈,http://em.21dtv.com/songs/60168796.mkv
音頻怪物-朝聞道,http://em.21dtv.com/songs/60168795.mkv
朱海君-傷心火車,http://em.21dtv.com/songs/60168794.mkv
朱海君-孤雁望雙飛,http://em.21dtv.com/songs/60168793.mkv
朱海君-愛已經超載,http://em.21dtv.com/songs/60168792.mkv
ASAP Rocky+FKA Twigs-Fukk Sleep,http://em.21dtv.com/songs/60168791.mkv
Chuning Candy-Sugar Sugar Sweet,http://em.21dtv.com/songs/60168790.mkv
Miwa-タイトル,http://em.21dtv.com/songs/60168789.mkv
Monsta X-Shoot Out,http://em.21dtv.com/songs/60168788.mkv
Porter Robinson+Madeon-Shelter,http://em.21dtv.com/songs/60168787.mkv
RaJor-兔子說,http://em.21dtv.com/songs/60168786.mkv
Seo J-想要你,http://em.21dtv.com/songs/60168785.mkv
Trigger-Daybreak Interlude,http://em.21dtv.com/songs/60168784.mkv
Trigger-Diamond Fusion,http://em.21dtv.com/songs/60168783.mkv
任舒瞳-懷里的貓,http://em.21dtv.com/songs/60168782.mkv
佳寶-雪畫,http://em.21dtv.com/songs/60168781.mkv
劉小剛-擋不住的思念,http://em.21dtv.com/songs/60168780.mkv
盧焱-時光靜默,http://em.21dtv.com/songs/60168779.mkv
雙笙-天府,http://em.21dtv.com/songs/60168778.mkv
周巍-花明樓,http://em.21dtv.com/songs/60168777.mkv
孟廣祿-二進宮之說什么學韓信命喪未央,http://em.21dtv.com/songs/60168776.mkv
孟廣祿-鍘美案,http://em.21dtv.com/songs/60168775.mkv
張神兒-一千句晚安,http://em.21dtv.com/songs/60168774.mkv
徐浩-永晝,http://em.21dtv.com/songs/60168773.mkv
李思思-紅紅火火新湖南,http://em.21dtv.com/songs/60168772.mkv
王沙麗-她身邊,http://em.21dtv.com/songs/60168771.mkv
王菀之-花花草草,http://em.21dtv.com/songs/60168770.mkv
王雯+張大偉-長安月,http://em.21dtv.com/songs/60168769.mkv
甘璐+執素兮-天下燈火,http://em.21dtv.com/songs/60168768.mkv
蔣家駒(蔣蔣)-佛系少年,http://em.21dtv.com/songs/60168767.mkv
閻維文-桃花為什么這樣紅,http://em.21dtv.com/songs/60168766.mkv
陳瑞-終於明白,http://em.21dtv.com/songs/60168765.mkv
黃國倫+微軟小冰-駕馭,http://em.21dtv.com/songs/60168764.mkv
周子琰-念無痕,http://em.21dtv.com/songs/60168763.mkv
東區不倒翁-咿咿啊喔喔,http://em.21dtv.com/songs/60168762.mkv
吳淑敏-下車,http://em.21dtv.com/songs/60168761.mkv
大合唱-人人是英雄,http://em.21dtv.com/songs/60168760.mkv
安苡葳-愛飛兒,http://em.21dtv.com/songs/60168759.mkv
康康-嫁,http://em.21dtv.com/songs/60168758.mkv
林宗興-順風車,http://em.21dtv.com/songs/60168757.mkv
江美琪-我們都是有歌的人,http://em.21dtv.com/songs/60168756.mkv
王心凌-劈你的雷正在路上,http://em.21dtv.com/songs/60168755.mkv
瑞瑪席丹-你知不知道,http://em.21dtv.com/songs/60168754.mkv
陳升-不睡,http://em.21dtv.com/songs/60168753.mkv
音樂鐵人-自由地飛,http://em.21dtv.com/songs/60168752.mkv
又仁-阿娘尾牙,http://em.21dtv.com/songs/60168751.mkv
呂薔-疼,http://em.21dtv.com/songs/60168750.mkv
安懂-風燭殘年,http://em.21dtv.com/songs/60168749.mkv
安苡葳-佛心來的愛,http://em.21dtv.com/songs/60168748.mkv
康康-驚某大丈夫,http://em.21dtv.com/songs/60168747.mkv
施文彬-真愛的所在,http://em.21dtv.com/songs/60168746.mkv
曹雅雯-小說,http://em.21dtv.com/songs/60168745.mkv
林宗興-出社會,http://em.21dtv.com/songs/60168744.mkv
超音界-恨我愛我,http://em.21dtv.com/songs/60168743.mkv
鄭宜農-玉仔的心,http://em.21dtv.com/songs/60168742.mkv
陳升-水草,http://em.21dtv.com/songs/60168741.mkv
音樂鐵人-愛，如果可以重來,http://em.21dtv.com/songs/60168740.mkv
喬幼-愛情的酒,http://em.21dtv.com/songs/60168739.mkv
伊雪-照片牆,http://em.21dtv.com/songs/60168738.mkv
千譯-萬魔皆封,http://em.21dtv.com/songs/60168737.mkv
呂薔-灰燼,http://em.21dtv.com/songs/60168736.mkv
艾怡良-FOREVER YOUNG,http://em.21dtv.com/songs/60168735.mkv
陳升-琥珀,http://em.21dtv.com/songs/60168734.mkv
風釆輪-歲月漣漪,http://em.21dtv.com/songs/60168733.mkv
ANU-Apologize,http://em.21dtv.com/songs/60168732.mkv
Kristian Kostov-Crazy+Don't,http://em.21dtv.com/songs/60168731.mkv
劉宇寧(摩登兄弟)-像我這樣的人,http://em.21dtv.com/songs/60168730.mkv
劉宇寧(摩登兄弟)-動物世界,http://em.21dtv.com/songs/60168729.mkv
劉歡-帶着地球去流浪,http://em.21dtv.com/songs/60168728.mkv
張芯-駿馬謠,http://em.21dtv.com/songs/60168727.mkv
阿蘭-美人谷,http://em.21dtv.com/songs/60168726.mkv
GAI-在下霍元甲,http://em.21dtv.com/songs/60168725.mkv
Gifty-環游星空,http://em.21dtv.com/songs/60168724.mkv
不靠譜組合-今天雷雨北風4,http://em.21dtv.com/songs/60168723.mkv
於利先生-兄弟醉一場,http://em.21dtv.com/songs/60168722.mkv
吳克群-我在思念的車上,http://em.21dtv.com/songs/60168721.mkv
圈九-What About U,http://em.21dtv.com/songs/60168720.mkv
圈九-閱春秋,http://em.21dtv.com/songs/60168719.mkv
孫嘉靈-海棠,http://em.21dtv.com/songs/60168718.mkv
安琪-終於明白,http://em.21dtv.com/songs/60168717.mkv
小柯+老狼-給發小兒,http://em.21dtv.com/songs/60168716.mkv
小魂-戰時事,http://em.21dtv.com/songs/60168715.mkv
展展與羅羅-我的舞台,http://em.21dtv.com/songs/60168714.mkv
張瑋-光的出口,http://em.21dtv.com/songs/60168713.mkv
張磊-清歡決,http://em.21dtv.com/songs/60168712.mkv
張神兒+邢凱翔-過界,http://em.21dtv.com/songs/60168711.mkv
成龍-怪可愛,http://em.21dtv.com/songs/60168710.mkv
挺齊全戰隊-新的冒險,http://em.21dtv.com/songs/60168709.mkv
曾惜-街尾的信,http://em.21dtv.com/songs/60168708.mkv
朴孝敏-U UM U UM,http://em.21dtv.com/songs/60168707.mkv
楊梓霖-愛在,http://em.21dtv.com/songs/60168706.mkv
河圖-梅不似某,http://em.21dtv.com/songs/60168705.mkv
浪哥-在沙漠,http://em.21dtv.com/songs/60168704.mkv
王北車-致你所愛,http://em.21dtv.com/songs/60168703.mkv
王梓鈺-如果你從不曾愛過我,http://em.21dtv.com/songs/60168702.mkv
王玥-就是你,http://em.21dtv.com/songs/60168701.mkv
王金金-孤獨,http://em.21dtv.com/songs/60168700.mkv
王錚亮-無猜,http://em.21dtv.com/songs/60168699.mkv
郭純+張宇靈-我不是隨便的男人,http://em.21dtv.com/songs/60168698.mkv
陸虎+黃雅莉-月出,http://em.21dtv.com/songs/60168697.mkv
Casper+賈錚-Love The Way You Lie,http://em.21dtv.com/songs/60168696.mkv
Casper+賈錚-不得不愛+Dilemma,http://em.21dtv.com/songs/60168695.mkv
Casper+賈錚-叮咚,http://em.21dtv.com/songs/60168694.mkv
李祥祥+王小小-因為愛情,http://em.21dtv.com/songs/60168693.mkv
楊騰飛+孟慧圓-天下有情人,h
ttp://em.21dtv.com/songs/60168692.mkv
楊騰飛+孟慧圓-心里的人兒,http://em.21dtv.com/songs/60168691.mkv
陳知遠+趙宥喬-撐腰,http://em.21dtv.com/songs/60168690.mkv
陳知遠+趙宥喬-美麗的神話,http://em.21dtv.com/songs/60168689.mkv
Ariana Grande-7 Rings,http://em.21dtv.com/songs/60168688.mkv
Lady Gaga-I‘ll Never Love Again,http://em.21dtv.com/songs/60168687.mkv
サウンドホライズン(Sound Horizon)-エルの天秤,http://em.21dtv.com/songs/60168686.mkv
以團之名-更發光,http://em.21dtv.com/songs/60168685.mkv
南太鉉-I‘m Crazy,http://em.21dtv.com/songs/60168684.mkv
平安-安歌,http://em.21dtv.com/songs/60168683.mkv
張紹剛+閔雅思+張茜睿+薛振華-考不好沒關系,http://em.21dtv.com/songs/60168682.mkv
張超洋-我們去2059年1月18日,http://em.21dtv.com/songs/60168681.mkv
李基燦-Only You,http://em.21dtv.com/songs/60168680.mkv
李玉剛-傳人,http://em.21dtv.com/songs/60168679.mkv
林家謙-下一位前度,http://em.21dtv.com/songs/60168678.mkv
沈以誠-告白,http://em.21dtv.com/songs/60168677.mkv
潘粵明-定風波之燈·等燈,http://em.21dtv.com/songs/60168676.mkv
瑞瑪席丹(Rima Zeidan)-你知不知道,http://em.21dtv.com/songs/60168675.mkv
秦萬民-夢圓他鄉,http://em.21dtv.com/songs/60168674.mkv
許巍-無盡光芒,http://em.21dtv.com/songs/60168673.mkv
逸郁蘭心-梧桐雨,http://em.21dtv.com/songs/60168672.mkv
鄭茜勻-離人盼,http://em.21dtv.com/songs/60168671.mkv
鄭虹-深呼吸,http://em.21dtv.com/songs/60168670.mkv
鄭鈞-永不退轉,http://em.21dtv.com/songs/60168669.mkv
金延宇-Dream Of You,http://em.21dtv.com/songs/60168668.mkv
黃雯婷-秋天的思念,http://em.21dtv.com/songs/60168667.mkv
亞森+張婉清-保留,http://em.21dtv.com/songs/60168666.mkv
楊騰飛+孟慧圓-相思河畔+Marry You,http://em.21dtv.com/songs/60168665.mkv
王矜霖+劉妍懿-她媽媽不喜歡我,http://em.21dtv.com/songs/60168664.mkv
高家寧+蘿蕊-走鋼索的人+玫瑰人生,http://em.21dtv.com/songs/60168663.mkv
魏瀟逸+丁倩倩-寂寞的戀人啊,http://em.21dtv.com/songs/60168662.mkv
[Group]
groupName=十六萬歌曲MV等 - 136
仝卓-九兒,http://em.21dtv.com/songs/60168661.mkv
余笛-柔聲傾訴,http://em.21dtv.com/songs/60168660.mkv
王晰-誰,http://em.21dtv.com/songs/60168659.mkv
蔡程昱+王晰+仝卓-友誼地久天長,http://em.21dtv.com/songs/60168658.mkv
鄭云龍-天邊外,http://em.21dtv.com/songs/60168657.mkv
阿云嘎+鄭云龍-我會保護你,http://em.21dtv.com/songs/60168656.mkv
鞠紅川+余笛+王凱+高天鶴-愛之書,http://em.21dtv.com/songs/60168655.mkv
鞠紅川-可愛的一朵玫瑰花,http://em.21dtv.com/songs/60168654.mkv
高天鶴-瑪依拉變奏曲,http://em.21dtv.com/songs/60168653.mkv
Double-All Right,http://em.21dtv.com/songs/60168652.mkv
Double-心動,http://em.21dtv.com/songs/60168651.mkv
Tiger-我想這就是我,http://em.21dtv.com/songs/60168650.mkv
二珂-我只是在睡前想了一下你,http://em.21dtv.com/songs/60168649.mkv
於魁智+李勝素+孟廣祿+袁慧琴-沁園春·雪,http://em.21dtv.com/songs/60168648.mkv
劉一墨-青春小馬,http://em.21dtv.com/songs/60168647.mkv
周佑恆-某人,http://em.21dtv.com/songs/60168646.mkv
威神V-理所當然,http://em.21dtv.com/songs/60168645.mkv
孟廣祿+杜鎮杰-雙投唐之京劇,http://em.21dtv.com/songs/60168644.mkv
小青龍-I'm OK,http://em.21dtv.com/songs/60168643.mkv
莊群施+龐圭武+龐捷憶-春風催花開,http://em.21dtv.com/songs/60168642.mkv
莊群施+曾國輝-我的財神來了+財神到,http://em.21dtv.com/songs/60168641.mkv
莊群施+練倩汶-春天的願望,http://em.21dtv.com/songs/60168640.mkv
易欣+劉明賀-會流淚的歌,http://em.21dtv.com/songs/60168639.mkv
楊景涵-偷偷,http://em.21dtv.com/songs/60168638.mkv
武藝-無聲告白,http://em.21dtv.com/songs/60168637.mkv
澤亦龍-流行蹦迪,http://em.21dtv.com/songs/60168636.mkv
洛桑尖措+耶律丹-文成公主,http://em.21dtv.com/songs/60168635.mkv
火箭少女101-101個願望,http://em.21dtv.com/songs/60168634.mkv
王二妮+孟廣祿-北風吹+扎紅頭繩,http://em.21dtv.com/songs/60168633.mkv
申菲+賀一航-紅塵兄弟,http://em.21dtv.com/songs/60168632.mkv
符致逸-值得放棄,http://em.21dtv.com/songs/60168631.mkv
蔡菲凡-審判,http://em.21dtv.com/songs/60168630.mkv
門麗-女人就要美美美,http://em.21dtv.com/songs/60168629.mkv
魏嘉瑩+王匯筑-脫軌,http://em.21dtv.com/songs/60168628.mkv
魏楚沅-伊人醉,http://em.21dtv.com/songs/60168627.mkv
Casper+賈錚-刀馬旦,http://em.21dtv.com/songs/60168626.mkv
亞森+張婉清-我愛你再見,http://em.21dtv.com/songs/60168625.mkv
李祥祥+王小小-可惜不是你,http://em.21dtv.com/songs/60168624.mkv
王矜霖+劉妍懿-陽光宅男,http://em.21dtv.com/songs/60168623.mkv
高家寧+蘿蕊-Can You Feel My World,http://em.21dtv.com/songs/60168622.mkv
Henry(劉憲華)+鄭云龍+張超+梁朋杰+黃子弘凡+方書劍-最佳演出,http://em.21dtv.com/songs/60168621.mkv
尚雯婕+高天鶴+仝卓-荒謬的愛,http://em.21dtv.com/songs/60168620.mkv
廖昌永+金聖權+李向哲+劉彬濠+蔡堯-天邊,http://em.21dtv.com/songs/60168619.mkv
王晰+周深-月彎彎,http://em.21dtv.com/songs/60168618.mkv
蔡程昱+王凱+余笛+鞠紅川-光環,http://em.21dtv.com/songs/60168617.mkv
Casper+賈錚-翅膀,http://em.21dtv.com/songs/60168616.mkv
Casper+賈錚-自我催眠,http://em.21dtv.com/songs/60168615.mkv
J.Sheon+徐文潔-Melody,http://em.21dtv.com/songs/60168614.mkv
J.Sheon+徐文潔-See You Again,http://em.21dtv.com/songs/60168613.mkv
亞森+張婉清-喜劇之王,http://em.21dtv.com/songs/60168612.mkv
亞森+張婉清-秋意濃,http://em.21dtv.com/songs/60168611.mkv
王矜霖+劉妍懿-黑色柳丁,http://em.21dtv.com/songs/60168610.mkv
羅西貝+阿達娃-歐若拉+娃娃,http://em.21dtv.com/songs/60168609.mkv
羅西貝+阿達娃-玫瑰玫瑰我愛你,http://em.21dtv.com/songs/60168608.mkv
趙宥喬+陳知遠-嗯,http://em.21dtv.com/songs/60168607.mkv
高家寧+蘿蕊-歐若拉,http://em.21dtv.com/songs/60168606.mkv
Foozlebots-Baby Shark,http://em.21dtv.com/songs/60168605.mkv
傅小爽-萌不萌,http://em.21dtv.com/songs/60168604.mkv
關喆-澳門歡迎你,http://em.21dtv.com/songs/60168603.mkv
劉增瞳-有夢想別放棄,http://em.21dtv.com/songs/60168602.mkv
劉知煥-可笑的認真,http://em.21dtv.com/songs/60168601.mkv
劉釗宏-念念,http://em.21dtv.com/songs/60168600.mkv
吳赫倫+崔天琪+Cibbs+孫禹-星火,http://em.21dtv.com/songs/60168599.mkv
喜祺-月亮,http://em.21dtv.com/songs/60168598.mkv
團子-謝謝你愛我,http://em.21dtv.com/songs/60168597.mkv
圈九+謠君+新樂塵符-粘人精,http://em.21dtv.com/songs/60168596.mkv
張云雷-毓貞,http://em.21dtv.com/songs/60168595.mkv
張神兒-魔障,http://em.21dtv.com/songs/60168594.mkv
暗杠-小船,http://em.21dtv.com/songs/60168593.mkv
朱元冰-別害怕愛上我,http://em.21dtv.com/songs/60168592.mkv
李小漁-在合肥我們一起長大,http://em.21dtv.com/songs/60168591.mkv
李若溪-散落時空的記憶,http://em.21dtv.com/songs/60168590.mkv
李若溪-若只如初見,http://em.21dtv.com/songs/60168589.mkv
流浪的蛙蛙+貓飯-了不起的修仙,http://em.21dtv.com/songs/60168588.mkv
貓二-恩寵,http://em.21dtv.com/songs/60168587.mkv
王瑞淇-不能失去你,http://em.21dtv.com/songs/60168586.mkv
童可可-甜蜜發酵,http://em.21dtv.com/songs/60168585.mkv
蔣申-Mermaid,http://em.21dtv.com/songs/60168584.mkv
袁東方-門,http://em.21dtv.com/songs/60168583.mkv
龍奔-撩妹神曲,http://em.21dtv.com/songs/60168582.mkv
龍梅子-要快樂,http://em.21dtv.com/songs/60168581.mkv
陳粒-光,http://em.21dtv.com/songs/60168580.mkv
望海高歌-愛的歌曲送給你,http://em.21dtv.com/songs/60168579.mkv
望海高歌-我的媽媽,http://em.21dtv.com/songs/60168578.mkv
望海高歌-我只在乎你,http://em.21dtv.com/songs/60168577.mkv
望海高歌+蔣嬰-好好愛一回,http://em.21dtv.com/songs/60168576.mkv
徐善云-老來難,http://em.21dtv.com/songs/60168575.mkv
印良法師-大悲咒,http://em.21dtv.com/songs/60168574.mkv
代千-回家,http://em.21dtv.com/songs/60168573.mkv
何曼婷-被你狙擊,http://em.21dtv.com/songs/60168572.mkv
僵小魚-與你雋永,http://em.21dtv.com/songs/60168571.mkv
關喆-代言,http://em.21dtv.com/songs/60168570.mkv
冷松-回家,http://em.21dtv.com/songs/60168569.mkv
南徵北戰-另一個世界,http://em.21dtv.com/songs/60168568.mkv
葉麒聖-回家,http://em.21dtv.com/songs/60168567.mkv
吳建豪+B.Howard-We Are Champions,http://em.21dtv.com/songs/60168566.mkv
周興哲-怎么了,http://em.21dtv.com/songs/60168565.mkv
周興哲-至少我還記得,http://em.21dtv.com/songs/60168564.mkv
張信哲-以后別做朋友,http://em.21dtv.com/songs/60168563.mkv
張庭瑚+洪言翔+林鶴軒-膽小的我,http://em.21dtv.com/songs/60168562.mkv
張明敏+張頌華-父子,http://em.21dtv.com/songs/60168561.mkv
張神兒-不是我,http://em.21dtv.com/songs/60168560.mkv
張靚穎-雙生焰,http://em.21dtv.com/songs/60168559.mkv
成龍+蔡徐坤-一起笑出來,http://em.21dtv.com/songs/60168558.mkv
暗杠-小圓,http://em.21dtv.com/songs/60168557.mkv
曹立(小旭音樂)-給我來個小和尚,http://em.21dtv.com/songs/60168556.mkv
李克勤-混亂,http://em.21dtv.com/songs/60168555.mkv
桑貝德吉-你是草原美麗的花,http://em.21dtv.com/songs/60168554.mkv
火箭少女101-橫沖直撞下一站,http://em.21dtv.com/songs/60168553.mkv
花僮-再見那天,http://em.21dtv.com/songs/60168552.mkv
賀敬軒-I Am OK,http://em.21dtv.com/songs/60168551.mkv
陳健安-一吻穿越四十六億歲,http://em.21dtv.com/songs/60168550.mkv
音頻怪物-松·尋隱者,http://em.21dtv.com/songs/60168549.mkv
Awaken-F-Stay with me,http://em.21dtv.com/songs/60168548.mkv
Billie Eilish-Six Feet Under,http://em.21dtv.com/songs/60168547.mkv
SNH48-天鵝,http://em.21dtv.com/songs/60168546.mkv
ToNick-This Christmas,http://em.21dtv.com/songs/60168545.mkv
呂薔Amuyi-疼,http://em.21dtv.com/songs/60168544.mkv
吳思賢-天生你對,http://em.21dtv.com/songs/60168543.mkv
孫子涵+崔子格-漫游,http://em.21dtv.com/songs/60168542.mkv
尹姝貽-局中局,http://em.21dtv.com/songs/60168541.mkv
張信哲-一生所愛,http://em.21dtv.com/songs/60168540.mkv
張信哲-十點半的地鐵,http://em.21dtv.com/songs/60168539.mkv
張信哲-我好想你,http://em.21dtv.com/songs/60168538.mkv
張信哲-有一個人,http://em.21dtv.com/songs/60168537.mkv
張信哲-末班車,http://em.21dtv.com/songs/60168536.mkv
朴冉-植物大戰僵尸2.0,http://em.21dtv.com/songs/60168535.mkv
林墨(易安音樂社)-臨摹青春,http://em.21dtv.com/songs/60168534.mkv
歐陽耀瑩-戒不掉,http://em.21dtv.com/songs/60168533.mkv
王蓉+李凱年-迷路,http://em.21dtv.com/songs/60168532.mkv
簡弘亦-罷演,http://em.21dtv.com/songs/60168531.mkv
羅大佑-今夜星期三,http://em.21dtv.com/songs/60168530.mkv
芊芊(萌萌噠天團)-千世緣,http://em.21dtv.com/songs/60168529.mkv
蕭全-小野獸,http://em.21dtv.com/songs/60168528.mkv
蔡徐坤+群星-Rising Sun,http://em.21dtv.com/songs/60168527.mkv
謝娜+小沈陽-野子,http://em.21dtv.com/songs/60168526.mkv
貢維特-自我欣賞,http://em.21dtv.com/songs/60168525.mkv
阿肆-關於愛,http://em.21dtv.com/songs/60168524.mkv
陳杰瑞-2018愛你多一些,http://em.21dtv.com/songs/60168523.mkv
韓安旭-1234,http://em.21dtv.com/songs/60168522.mkv
韓安旭-一切都會好起來的,http://em.21dtv.com/songs/60168521.mkv
Chic Chili(西可西麗)-冒險藍圖,http://em.21dtv.com/songs/60168520.mkv
Eric Nam-Miss You,http://em.21dtv.com/songs/60168519.mkv
Jennie-Solo,http://em.21dtv.com/songs/60168518.mkv
Kelsea Ballerini-Miss Me More,http://em.21dtv.com/songs/60168517.mkv
劉瑞琦-離開的借口,http://em.21dtv.com/songs/60168516.mkv
卓舒晨-走着走着花就開了,http://em.21dtv.com/songs/60168515.mkv
厲娜-SAYONARA,http://em.21dtv.com/songs/60168514.mkv
周深-隨風,http://em.21dtv.com/songs/60168513.mkv
孫盛希-非關愛情,http://em.21dtv.com/songs/60168512.mkv
孟美岐(火箭少女101)+吳宣儀(火箭少女101)+段奧娟(火箭少女101)+賴美云(火箭少女101)-福氣拱拱來,http://em.21dtv.com/songs/60168511.mkv
小峰峰+馨哥哥-絕對不是小黃歌,http://em.21dtv.com/songs/60168510.mkv
張韶涵-三萬年之前,http://em.21dtv.com/songs/60168509.mkv
李希侃-Crazy,http://em.21dtv.com/songs/60168508.mkv
李斯丹妮+段林希-時而,http://em.21dtv.com/songs/60168507.mkv
梁心頤-最愛的痛,http://em.21dtv.com/songs/60168506.mkv
胡66-湮滅,http://em.21dtv.com/songs/60168505.mkv
袁詠琳-終於勇敢了,http://em.21dtv.com/songs/60168504.mkv
許寀菁-痴情的玫瑰,http://em.21dtv.com/songs/60168503.mkv
錢正昊-獨特存在,http://em.21dtv.com/songs/60168502.mkv
阿信(五月天)-一半人生,http://em.21dtv.com/songs/60168501.mkv
